# time, phase, observation, A, B, F
3.300000000000000155e-02 5.969026041820608697e+00 7.965480191076811378e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.306250000000000161e-02 6.027930904075414986e+00 8.413533038526801455e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.312500000000000167e-02 6.086835766330224828e+00 8.832401193951666674e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.318750000000000172e-02 6.145740628585034671e+00 9.220631696025942681e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.325000000000000178e-02 6.204645490839840960e+00 9.576877858692051104e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.331250000000000183e-02 6.263550353094650802e+00 9.899903942517509492e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.337500000000000189e-02 3.926990816987441235e-02 1.018858944120258236e+00 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.343750000000000194e-02 9.817477042468070181e-02 1.044193296836977147e+00 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.350000000000000200e-02 1.570796326794905440e-01 1.065905573115253357e+00 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.356250000000000205e-02 2.159844949343003861e-01 1.083920457853398300e+00 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.362500000000000211e-02 2.748893571891066756e-01 1.098175461386184493e+00 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.368750000000000216e-02 3.337942194439165178e-01 1.108621136247724959e+00 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.375000000000000222e-02 3.926990816987263599e-01 1.115221248693831768e+00 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.381250000000000228e-02 4.516039439535326494e-01 1.117952904388892499e+00 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.387500000000000233e-02 5.105088062083424916e-01 1.116806627821274489e+00 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.393750000000000239e-02 5.694136684631523337e-01 1.111786395171786346e+00 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.400000000000000244e-02 6.283185307179621759e-01 1.102909620521183243e+00 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.406250000000000250e-02 6.872233929727684654e-01 1.090207095444559293e+00 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.412500000000000255e-02 7.461282552275747548e-01 1.073722882202156725e+00 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.418750000000000261e-02 8.050331174823881497e-01 1.053514160897093932e+00 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.425000000000000266e-02 8.639379797371944392e-01 1.029651031130198735e+00 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.431250000000000272e-02 9.228428419920007286e-01 1.002216268839925650e+00 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.437500000000000278e-02 9.817477042468141235e-01 9.713050391708728526e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.443750000000000283e-02 1.040652566501620413e+00 9.370245663668796965e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.450000000000000289e-02 1.099557428756426702e+00 8.994937618337313090e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.456250000000000294e-02 1.158462291011240097e+00 8.588428116617061736e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.462500000000000300e-02 1.217367153266046387e+00 8.152127250387339874e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.468750000000000305e-02 1.276272015520852676e+00 7.687548451205674649e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.475000000000000311e-02 1.335176877775666071e+00 7.196303240547403668e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.481250000000000316e-02 1.394081740030472361e+00 6.680095639792988926e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.487500000000000322e-02 1.452986602285278650e+00 6.140716259353014017e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.493750000000000328e-02 1.511891464540092045e+00 5.580036087435430447e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.500000000000000333e-02 1.570796326794898334e+00 4.999999999999982792e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.506250000000000339e-02 1.629701189049704624e+00 4.402620014411695593e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.512500000000000344e-02 1.688606051304518019e+00 3.789968310196211165e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.518750000000000350e-02 1.747510913559324308e+00 3.164170041105893727e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.525000000000000355e-02 1.806415775814130598e+00 2.527395963429334147e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.531250000000000361e-02 1.865320638068943992e+00 1.881854906116373627e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.537500000000000366e-02 1.924225500323750282e+00 1.229786108837469527e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.543750000000000372e-02 1.983130362578556571e+00 5.734514545542745978e-02 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.550000000000000377e-02 2.042035224833369966e+00 -8.487237645367740058e-03 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.556250000000000383e-02 2.100940087088176256e+00 -7.429018038909090960e-02 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.562500000000000389e-02 2.159844949342982545e+00 -1.398354268683292267e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.568750000000000394e-02 2.218749811597795940e+00 -2.048956150672227583e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.575000000000000400e-02 2.277654673852602230e+00 -2.692450655301704132e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.581250000000000405e-02 2.336559536107408519e+00 -3.326605641941762226e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.587500000000000411e-02 2.395464398362221914e+00 -3.949221366692194923e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.593750000000000416e-02 2.454369260617028203e+00 -4.558138112809165254e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.600000000000000422e-02 2.513274122871834493e+00 -5.151243682287107717e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.606249999999999734e-02 2.572178985126640782e+00 -5.726480722607840690e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.612499999999999739e-02 2.631083847381447072e+00 -6.281853863243151981e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.618749999999999745e-02 2.689988709636260467e+00 -6.815436637155505295e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.624999999999999750e-02 2.748893571891066756e+00 -7.325378163287399325e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.631249999999999756e-02 2.807798434145873046e+00 -7.809909566860275820e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.637499999999999761e-02 2.866703296400686440e+00 -8.267350115211101746e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.643749999999999767e-02 2.925608158655492730e+00 -8.696113047883454739e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.649999999999999772e-02 2.984513020910299019e+00 -9.094711080750192966e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.656249999999999778e-02 3.043417883165112414e+00 -9.461761565074167102e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.662499999999999784e-02 3.102322745419918704e+00 -9.795991283611875655e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.668749999999999789e-02 3.161227607674724993e+00 -1.009624086712376911e+00 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.674999999999999795e-02 3.220132469929538388e+00 -1.036146881597050484e+00 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.681249999999999800e-02 3.279037332184344677e+00 -1.059075511284560456e+00 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.687499999999999806e-02 3.337942194439150967e+00 -1.078330441411293306e+00 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.693749999999999811e-02 3.396847056693964362e+00 -1.093844880867838931e+00 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.699999999999999817e-02 3.455751918948770651e+00 -1.105565013482626924e+00 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.706249999999999822e-02 3.514656781203576941e+00 -1.113450184698377976e+00 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.712499999999999828e-02 3.573561643458390336e+00 -1.117473042593795540e+00 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.718749999999999833e-02 3.632466505713196625e+00 -1.117619632761353898e+00 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.724999999999999839e-02 3.691371367968002914e+00 -1.113889446712067022e+00 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.731249999999999845e-02 3.750276230222816309e+00 -1.106295423639319653e+00 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.737499999999999850e-02 3.809181092477622599e+00 -1.094863905535662152e+00 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.743749999999999856e-02 3.868085954732428888e+00 -1.079634545818238811e+00 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.749999999999999861e-02 3.926990816987242283e+00 -1.060660171779820971e+00 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.756249999999999867e-02 3.985895679242048573e+00 -1.038006601342580826e+00 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.762499999999999872e-02 4.044800541496854862e+00 -1.011752414750208384e+00 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.768749999999999878e-02 4.103705403751668257e+00 -9.819886819903685948e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.774999999999999883e-02 4.162610266006474546e+00 -9.488186468929957762e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.781249999999999889e-02 4.221515128261280836e+00 -9.123573690001776093e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.787499999999999895e-02 4.280419990516094231e+00 -8.727313244499680378e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.793749999999999900e-02 4.339324852770900520e+00 -8.300779672585524294e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.799999999999999906e-02 4.398229715025706810e+00 -7.845452525225271589e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.806249999999999911e-02 4.457134577280520205e+00 -7.362911231952870006e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.812499999999999917e-02 4.516039439535326494e+00 -6.854829622177446291e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.818749999999999922e-02 4.574944301790132783e+00 -6.322970119037599757e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.824999999999999928e-02 4.633849164044946178e+00 -5.769177625944078569e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.831249999999999933e-02 4.692754026299752468e+00 -5.195373127016619241e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.837499999999999939e-02 4.751658888554558757e+00 -4.603547023612964417e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.843749999999999944e-02 4.810563750809372152e+00 -3.995752230065365840e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.849999999999999950e-02 4.869468613064178442e+00 -3.374097052573391542e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.856249999999999956e-02 4.928373475318984731e+00 -2.740737875953891400e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.862499999999999961e-02 4.987278337573798126e+00 -2.097871683617478777e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.868749999999999967e-02 5.046183199828604415e+00 -1.447728436717465872e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.874999999999999972e-02 5.105088062083410705e+00 -7.925633389055730671e-02 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.881249999999999978e-02 5.163992924338224100e+00 -1.346490135276701139e-02 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.887499999999999983e-02 5.222897786593030389e+00 5.237323796055537439e-02 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.893749999999999989e-02 5.281802648847836679e+00 1.180297060528533448e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.899999999999999994e-02 5.340707511102650074e+00 1.832767551050010768e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.906250000000000000e-02 5.399612373357456363e+00 2.478880574822761029e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.912500000000000006e-02 5.458517235612262652e+00 3.116394908150956211e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.918750000000000011e-02 5.517422097867076047e+00 3.743099154301026132e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.925000000000000017e-02 5.576326960121882337e+00 4.356819414349384356e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.931250000000000022e-02 5.635231822376688626e+00 4.955426827959184544e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.937500000000000028e-02 5.694136684631502021e+00 5.536844957927458122e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.943750000000000033e-02 5.753041546886308311e+00 6.099056992887990081e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.950000000000000039e-02 5.811946409141114600e+00 6.640112743185918598e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.956250000000000044e-02 5.870851271395927995e+00 7.158135405655670080e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.962500000000000050e-02 5.929756133650734284e+00 7.651328073837372346e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.968750000000000056e-02 5.988660995905540574e+00 8.117979971049755772e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.975000000000000061e-02 6.047565858160353969e+00 8.556472384697253464e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.981250000000000067e-02 6.106470720415160258e+00 8.965284281227141605e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.987500000000000072e-02 6.165375582669966548e+00 9.342997582260057499e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
3.993750000000000078e-02 6.224280444924779943e+00 9.688302083591225911e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.000000000000000083e-02 0.000000000000000000e+00 1.000000000000000000e+00 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.006250000000000089e-02 5.890486225480628946e-02 1.027701012010309389e+00 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.012500000000000094e-02 1.178097245096196843e-01 1.051837155683845948e+00 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.018750000000000100e-02 1.767145867644259738e-01 1.072324708057068809e+00 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.025000000000000105e-02 2.356194490192322633e-01 1.089092602325628656e+00 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.031250000000000111e-02 2.945243112740456581e-01 1.102082674359440517e+00 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.037500000000000117e-02 3.534291735288519476e-01 1.111249864461230530e+00 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.043750000000000122e-02 4.123340357836582371e-01 1.116562373668706254e+00 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.050000000000000128e-02 4.712388980384716319e-01 1.118001774058141162e+00 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.056250000000000133e-02 5.301437602932779214e-01 1.115563072666784006e+00 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.062500000000000139e-02 5.890486225480842108e-01 1.109254728812346658e+00 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.068750000000000144e-02 6.479534848028976057e-01 1.099098624749492270e+00 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.075000000000000150e-02 7.068583470577038952e-01 1.085129989765122538e+00 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.081250000000000155e-02 7.657632093125101846e-01 1.067397277975737468e+00 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.087500000000000161e-02 8.246680715673235795e-01 1.045962000250783452e+00 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.093750000000000167e-02 8.835729338221298690e-01 1.020898510845013707e+00 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.100000000000000172e-02 9.424777960769361584e-01 9.922937494799478619e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.106250000000000178e-02 1.001382658331749553e+00 9.602469397691418829e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.112500000000000183e-02 1.060287520586555843e+00 9.248692450333531045e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.118750000000000189e-02 1.119192382841362132e+00 8.862833826994540587e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.125000000000000194e-02 1.178097245096175527e+00 8.446231986207308751e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.131250000000000200e-02 1.237002107350981817e+00 8.000332027951320146e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.137500000000000205e-02 1.295906969605788106e+00 7.526680680918992339e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.143750000000000211e-02 1.354811831860601501e+00 7.026920937254842459e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.150000000000000216e-02 1.413716694115407790e+00 6.502786353377989492e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.156250000000000222e-02 1.472621556370214080e+00 5.956095036656604558e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.162500000000000228e-02 1.531526418625027475e+00 5.388743338794268478e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.168750000000000233e-02 1.590431280879833764e+00 4.802699277804031719e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.175000000000000239e-02 1.649336143134640054e+00 4.199995711387204955e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.181250000000000244e-02 1.708241005389453449e+00 3.582723285398170532e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.187500000000000250e-02 1.767145867644259738e+00 2.953023181854858015e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.193750000000000255e-02 1.826050729899066027e+00 2.313079691649733149e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.200000000000000261e-02 1.884955592153879422e+00 1.665112637726255396e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.206250000000000266e-02 1.943860454408685712e+00 1.011369675002508073e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.212500000000000272e-02 2.002765316663492001e+00 3.541184937511387965e-02 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.218750000000000278e-02 2.061670178918305396e+00 -3.043610465182411406e-02 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.225000000000000283e-02 2.120575041173111686e+00 -9.617848253890409760e-02 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.231250000000000289e-02 2.179479903427917975e+00 -1.615872384648542326e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.237500000000000294e-02 2.238384765682731370e+00 -2.264354838694654926e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.243750000000000300e-02 2.297289627937537659e+00 -2.904982744799847749e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.250000000000000305e-02 2.356194490192343949e+00 -3.535533905932726761e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.256250000000000311e-02 2.415099352447157344e+00 -4.153821079069598410e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.262500000000000316e-02 2.474004214701963633e+00 -4.757699562258294046e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.268750000000000322e-02 2.532909076956769923e+00 -5.345074634117066292e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.275000000000000328e-02 2.591813939211583318e+00 -5.913908819961215535e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.281250000000000333e-02 2.650718801466389607e+00 -6.462228959353577551e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.287500000000000339e-02 2.709623663721195896e+00 -6.988133050563666293e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.293750000000000344e-02 2.768528525976009291e+00 -7.489796848192320500e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.300000000000000350e-02 2.827433388230815581e+00 -7.965480191076811378e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.306250000000000355e-02 2.886338250485621870e+00 -8.413533038526803676e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.312500000000000361e-02 2.945243112740435265e+00 -8.832401193951691099e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.318750000000000366e-02 3.004147974995241555e+00 -9.220631696025943791e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.325000000000000372e-02 3.063052837250047844e+00 -9.576877858692052214e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.331250000000000377e-02 3.121957699504861239e+00 -9.899903942517528366e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.337500000000000383e-02 3.180862561759667528e+00 -1.018858944120258236e+00 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.343750000000000389e-02 3.239767424014473818e+00 -1.044193296836976925e+00 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.350000000000000394e-02 3.298672286269287213e+00 -1.065905573115254690e+00 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.356250000000000400e-02 3.357577148524093502e+00 -1.083920457853398300e+00 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.362500000000000405e-02 3.416482010778899792e+00 -1.098175461386184271e+00 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.368750000000000411e-02 3.475386873033713186e+00 -1.108621136247725403e+00 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.375000000000000416e-02 3.534291735288519476e+00 -1.115221248693831768e+00 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.381250000000000422e-02 3.593196597543325765e+00 -1.117952904388892499e+00 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.387500000000000427e-02 3.652101459798139160e+00 -1.116806627821274489e+00 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.393750000000000433e-02 3.711006322052945450e+00 -1.111786395171786346e+00 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.399999999999999745e-02 3.769911184307751739e+00 -1.102909620521183909e+00 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.406249999999999750e-02 3.828816046562558029e+00 -1.090207095444560403e+00 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.412499999999999756e-02 3.887720908817364318e+00 -1.073722882202157836e+00 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.418749999999999761e-02 3.946625771072177713e+00 -1.053514160897095264e+00 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.424999999999999767e-02 4.005530633326984002e+00 -1.029651031130200067e+00 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.431249999999999772e-02 4.064435495581790292e+00 -1.002216268839927427e+00 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.437499999999999778e-02 4.123340357836603687e+00 -9.713050391708748510e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.443749999999999784e-02 4.182245220091409976e+00 -9.370245663668819169e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.449999999999999789e-02 4.241150082346216266e+00 -8.994937618337337515e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.456249999999999795e-02 4.300054944601029661e+00 -8.588428116617088381e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.462499999999999800e-02 4.358959806855835950e+00 -8.152127250387366519e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.468749999999999806e-02 4.417864669110642240e+00 -7.687548451205704625e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.474999999999999811e-02 4.476769531365455634e+00 -7.196303240547434754e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.481249999999999817e-02 4.535674393620261924e+00 -6.680095639793022233e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.487499999999999822e-02 4.594579255875068213e+00 -6.140716259353048434e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
4.493749999999999828e-02 4.653484118129881608e+00 -5.580036087435465975e-01 1.500000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e-01
